anzsco_code,occupation_title,skill_level,mltssl,stsol,rol,csol,assessing_authority,validity_years,additional_info,alternate_titles
271299,Judicial and Other Legal Professionals nec,1,No,No,No,Yes,State/Territory Legal Admission Authority,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
271311,Solicitor,1,No,No,No,Yes,State/Territory Legal Admission Authority,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272112,Drug and Alcohol Counsellor,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272114,Rehabilitation Counsellor,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272115,Student Counsellor,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272311,Clinical Psychologist,1,No,No,No,Yes,Australian Psychological Society (APS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272312,Educational Psychologist,1,No,No,No,Yes,Australian Psychological Society (APS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272313,Organisational Psychologist,1,No,No,No,Yes,Australian Psychological Society (APS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272314,Psychotherapist,1,No,No,No,Yes,Australian Psychological Society (APS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272399,Psychologists nec,1,No,No,No,Yes,Australian Psychological Society (APS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272413,Translator,1,No,No,No,Yes,National Accreditation Authority for Translators and Interpreters (NAATI),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272511,Social Worker,1,No,No,No,Yes,Australian Association of Social Workers (AASW),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
272612,Recreation Officer \ Recreation Coordinator,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311112,Agricultural and Agritech Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311113,Animal Husbandry Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311114,Aquaculture or Fisheries Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311115,Irrigation Designer,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311211,Anaesthetic Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311212,Cardiac Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311215,Pharmacy Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311217,Respiratory Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311299,Medical Technicians nec,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311312,Meat Inspector,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311314,Primary Products Quality Assurance Officer,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311399,Primary Products Assurance and Inspection Officers nec,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311411,Chemistry Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311412,Earth Science Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
311499,Science Technicians nec,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312111,Architectural Draftsperson,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312112,Building Associate,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312113,Building Inspector,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312114,Construction Estimator,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312116,Surveying or Spatial Science Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312199,"Architectural, Building and Surveying Technicians nec",2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312211,Civil Engineering Draftsperson,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312212,Civil Engineering Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312311,Electrical Engineering Draftsperson,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312312,Electrical Engineering Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312412,Electronic Engineering Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312511,Mechanical Engineering Draftsperson,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312512,Mechanical Engineering Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312911,Maintenance Planner,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312912,Metallurgical or Materials Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312913,Mine Deputy,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312914,Other Draftsperson,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
312999,Building and Engineering Technicians nec,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
313111,Hardware Technician,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
313112,ICT Customer Support Officer,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
313113,Web Administrator,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
313199,ICT Support Technicians nec,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
313212,Telecommunications Field Engineer,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
313213,Telecommunications Network Planner,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
313214,Telecommunications Technical Officer or Technologist,2,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
321111,Automotive Electrician,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
321211,Motor Mechanic (General),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
321212,Diesel Motor Mechanic,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
321213,Motorcycle Mechanic,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
321214,Small Engine Mechanic,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
322112,Electroplater,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
322113,Farrier,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
322114,Metal Casting Trades Worker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
322211,Sheetmetal Worker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
322311,Metal Fabricator,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
322312,Pressure Welder,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
322313,Welder (First Class),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323111,Aircraft Maintenance Engineer (Avionics),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323112,Aircraft Maintenance Engineer (Mechanical),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323113,Aircraft Maintenance Engineer (Structures),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323211,Fitter (General),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323212,Fitter and Turner,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323213,Fitter-Welder,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323214,Metal Machinist (First Class),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323215,"Textile, Clothing and Footwear Mechanic",3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323299,Metal Fitters and Machinists nec,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323313,Locksmith,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323314,Precision Instrument Maker and Repairer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323411,Engineering Patternmaker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
323412,Toolmaker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
324111,Panelbeater,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
324211,Vehicle Body Builder,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
324212,Vehicle Trimmer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
324311,Vehicle Painter,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
331111,Bricklayer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
331112,Stonemason,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
331211,Carpenter and Joiner,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
331212,Carpenter,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
331213,Joiner,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
332111,Floor Finisher,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
332211,Painter,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
333111,Glazier,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
333211,Plasterer (Wall and Ceiling),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
333212,Renderer (Solid Plaster),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
333311,Roof Tiler,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
333411,Wall and Floor Tiler,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
334112,Airconditioning and Mechanical Services Plumber,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
334113,Drainer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
334114,Gasfitter,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
334115,Roof Plumber,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
334116,Plumber (General),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
334117,Fire Protection Plumber,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
341111,Electrician (General),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
341112,Electrician (Special Class),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342111,Airconditioning and Refrigeration Mechanic,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342211,Electrical Linesworker \ Electrical Line Mechanic,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342212,Technical Cable Jointer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342311,Business Machine Mechanic,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342313,Electronic Equipment Trades Worker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342314,Electronic Instrument Trades Worker (General),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342315,Electronic Instrument Trades Worker (Special Class),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342411,Cabler (Data and Telecommunications),3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342412,Telecommunications Cable Jointer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342413,Telecommunications Linesworker \ Telecommunications Line Mechanic,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
342414,Telecommunications Technician,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
351111,Baker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
351112,Pastrycook,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
351211,Butcher or Smallgoods Maker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
351311,Chef,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
351411,Cook,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
361111,Dog Handler or Trainer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
361112,Horse Trainer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
361311,Veterinary Nurse,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
362411,Nurseryperson,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
362511,Arborist,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
362512,Tree Worker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
362711,Landscape Gardener,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
362712,Irrigation Technician,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
391111,Hairdresser,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
392111,Print Finisher,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
392112,Screen Printer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
392211,Graphic Pre-press Trades Worker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
392311,Printing Machinist,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
393114,Shoemaker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
393311,Upholsterer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
